nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2017-18,All India,Combined,Total Inputs,243,Casting of Metals,3-digit,7948293,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,7281465,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,9432653,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,7723078,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,273,Manufacture of Wiring and Wiring Devices,3-digit,8258095,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,364296,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,16765608,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,364296,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,7723078,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,6909603,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,2733,Manufacture of Wiring Devices,4-digit,614644,₹ lakhs
2008,2017-18,All India,Combined,Total Inputs,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,5423098,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2432,Casting of Non-ferrous Metals,4-digit,154909,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,4380776,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,27,Manufacture of Electrical Equipment,2-digit,5363196,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,24,Manufacture of Basic Metals,2-digit,14556712,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1821450,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,30,Manufacture of Other Transport Equipment,2-digit,3904596,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,3718091,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,3718091,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,1244278,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,2009261,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,243,Casting of Metals,3-digit,1376893,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2527369,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1411665,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,200855,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2733,Manufacture of Wiring Devices,4-digit,196095,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2511,Manufacture of Structural Metal Products,4-digit,1070653,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,200855,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,2009261,₹ lakhs
2008,2017-18,All India,Combined,Gross Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,867029,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,27,Manufacture of Electrical Equipment,2-digit,4743665,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,24,Manufacture of Basic Metals,2-digit,11072814,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2733,Manufacture of Wiring Devices,4-digit,177300,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,778301,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1789286,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1232968,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2511,Manufacture of Structural Metal Products,4-digit,918586,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2432,Casting of Non-ferrous Metals,4-digit,111987,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,3243611,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,173387,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,173387,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,1116288,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1789286,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2166024,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1592245,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,243,Casting of Metals,3-digit,1054516,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,3243611,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,30,Manufacture of Other Transport Equipment,2-digit,3431632,₹ lakhs
2008,2017-18,All India,Combined,Net Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,3784719,₹ lakhs
2008,2017-18,All India,Combined,Net Income,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1625099,₹ lakhs
2008,2017-18,All India,Combined,Net Income,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1910383,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2432,Casting of Non-ferrous Metals,4-digit,92075,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2511,Manufacture of Structural Metal Products,4-digit,721594,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1087845,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1625099,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2733,Manufacture of Wiring Devices,4-digit,168774,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,655000,₹ lakhs
2008,2017-18,All India,Combined,Net Income,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2739994,₹ lakhs
2008,2017-18,All India,Combined,Net Income,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,162311,₹ lakhs
2008,2017-18,All India,Combined,Net Income,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2739994,₹ lakhs
2008,2017-18,All India,Combined,Net Income,243,Casting of Metals,3-digit,839648,₹ lakhs
2008,2017-18,All India,Combined,Net Income,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1360874,₹ lakhs
2008,2017-18,All India,Combined,Net Income,24,Manufacture of Basic Metals,2-digit,6937691,₹ lakhs
2008,2017-18,All India,Combined,Net Income,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,3296153,₹ lakhs
2008,2017-18,All India,Combined,Net Income,27,Manufacture of Electrical Equipment,2-digit,4267676,₹ lakhs
2008,2017-18,All India,Combined,Net Income,30,Manufacture of Other Transport Equipment,2-digit,3233366,₹ lakhs
2008,2017-18,All India,Combined,Net Income,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,162311,₹ lakhs
2008,2017-18,All India,Combined,Net Income,273,Manufacture of Wiring and Wiring Devices,3-digit,970324,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,610003,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2049407,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2733,Manufacture of Wiring Devices,4-digit,90191,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,422951,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,759165,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,610003,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,273,Manufacture of Wiring and Wiring Devices,3-digit,579787,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,63587,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,243,Casting of Metals,3-digit,228518,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,431972,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2049407,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2432,Casting of Non-ferrous Metals,4-digit,9224,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2511,Manufacture of Structural Metal Products,4-digit,193770,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,30,Manufacture of Other Transport Equipment,2-digit,1935469,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,377247,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,24,Manufacture of Basic Metals,2-digit,2661733,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,1193865,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,63587,₹ lakhs
2008,2017-18,All India,Combined,Net Profit,27,Manufacture of Electrical Equipment,2-digit,2057952,₹ lakhs
2008,2017-18,All India,Combined,Total Number of Persons Engaged,27,Manufacture of Electrical Equipment,2-digit,598477,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,691567,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,19434,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,127189,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,243,Casting of Metals,3-digit,233467,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,263014,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,226603,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2733,Manufacture of Wiring Devices,4-digit,30611,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,89157,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,255164,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,24,Manufacture of Basic Metals,2-digit,1032613,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,127189,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,30,Manufacture of Other Transport Equipment,2-digit,347825,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,19434,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2511,Manufacture of Structural Metal Products,4-digit,168527,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,425004,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,226603,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,273,Manufacture of Wiring and Wiring Devices,3-digit,127857,-
2008,2017-18,All India,Combined,Total Number of Persons Engaged,2432,Casting of Non-ferrous Metals,4-digit,28768,-
2008,2017-18,All India,Combined,Total Number of Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,202050,-
2008,2017-18,All India,Combined,Total Number of Workers,2432,Casting of Non-ferrous Metals,4-digit,21278,-
2008,2017-18,All India,Combined,Total Number of Workers,2511,Manufacture of Structural Metal Products,4-digit,128545,-
2008,2017-18,All India,Combined,Total Number of Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,96915,-
2008,2017-18,All India,Combined,Total Number of Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,14316,-
2008,2017-18,All India,Combined,Total Number of Workers,2733,Manufacture of Wiring Devices,4-digit,24973,-
2008,2017-18,All India,Combined,Total Number of Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,69274,-
2008,2017-18,All India,Combined,Total Number of Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,162115,-
2008,2017-18,All India,Combined,Total Number of Workers,24,Manufacture of Basic Metals,2-digit,814855,-
2008,2017-18,All India,Combined,Total Number of Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,533291,-
2008,2017-18,All India,Combined,Total Number of Workers,27,Manufacture of Electrical Equipment,2-digit,453428,-
2008,2017-18,All India,Combined,Total Number of Workers,30,Manufacture of Other Transport Equipment,2-digit,275050,-
2008,2017-18,All India,Combined,Total Number of Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,96915,-
2008,2017-18,All India,Combined,Total Number of Workers,243,Casting of Metals,3-digit,180960,-
2008,2017-18,All India,Combined,Total Number of Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,198380,-
2008,2017-18,All India,Combined,Total Number of Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,332296,-
2008,2017-18,All India,Combined,Total Number of Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,162115,-
2008,2017-18,All India,Combined,Total Number of Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,100303,-
2008,2017-18,All India,Combined,Total Number of Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,14316,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,216570,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,91359,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,26163,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2733,Manufacture of Wiring Devices,4-digit,11729,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,129628,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,10306,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2511,Manufacture of Structural Metal Products,4-digit,64914,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,10306,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,40697,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,91359,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,243,Casting of Metals,3-digit,102164,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2432,Casting of Non-ferrous Metals,4-digit,11405,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,55582,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,55582,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,24,Manufacture of Basic Metals,2-digit,430673,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,320288,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,30,Manufacture of Other Transport Equipment,2-digit,142089,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,101825,-
2008,2017-18,All India,Combined,No. of Directly Employed  Workers,27,Manufacture of Electrical Equipment,2-digit,235730,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,41332,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,4009,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,24,Manufacture of Basic Metals,2-digit,384182,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,213004,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,27,Manufacture of Electrical Equipment,2-digit,217697,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,30,Manufacture of Other Transport Equipment,2-digit,132961,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,43111,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2733,Manufacture of Wiring Devices,4-digit,13244,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,70755,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,4009,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,273,Manufacture of Wiring and Wiring Devices,3-digit,59606,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,70755,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,115725,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,96555,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,243,Casting of Metals,3-digit,78796,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,72422,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,41332,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2511,Manufacture of Structural Metal Products,4-digit,63631,-
2008,2017-18,All India,Combined,No. of Workers employed Through Contractors,2432,Casting of Non-ferrous Metals,4-digit,9873,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2432,Casting of Non-ferrous Metals,4-digit,7285,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2511,Manufacture of Structural Metal Products,4-digit,39204,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,50880,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,63990,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,19744,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2733,Manufacture of Wiring Devices,4-digit,5591,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,29933,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,29933,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,243,Casting of Metals,3-digit,51143,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,63509,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,89284,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,27,Manufacture of Electrical Equipment,2-digit,143755,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,24,Manufacture of Basic Metals,2-digit,215038,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,5081,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,27367,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,63990,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,153661,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,5081,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers,30,Manufacture of Other Transport Equipment,2-digit,72236,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,24,Manufacture of Basic Metals,2-digit,115002,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,75512,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,31689,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,273,Manufacture of Wiring and Wiring Devices,3-digit,12290,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,243,Casting of Metals,3-digit,25348,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,14650,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2733,Manufacture of Wiring Devices,4-digit,2421,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,8946,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,31689,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,24424,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2511,Manufacture of Structural Metal Products,4-digit,20792,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,14650,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2432,Casting of Non-ferrous Metals,4-digit,3114,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,32327,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,3705,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,30,Manufacture of Other Transport Equipment,2-digit,36020,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,42693,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,27,Manufacture of Electrical Equipment,2-digit,69588,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,3705,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2511,Manufacture of Structural Metal Products,4-digit,18412,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,15283,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,15283,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,243,Casting of Metals,3-digit,25795,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,31182,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,46591,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,32301,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,273,Manufacture of Wiring and Wiring Devices,3-digit,15077,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,1376,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,24,Manufacture of Basic Metals,2-digit,100036,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,78149,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,27,Manufacture of Electrical Equipment,2-digit,74167,-
