nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2012-13,All India,Combined,Total Number of Persons Engaged,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,246197,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,16027,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,30,Manufacture of Other Transport Equipment,2-digit,293983,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,107310,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2432,Casting of Non-ferrous Metals,4-digit,30881,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2511,Manufacture of Structural Metal Products,4-digit,155017,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,213768,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,219281,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,42696,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,2733,Manufacture of Wiring Devices,4-digit,30074,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,27,Manufacture of Electrical Equipment,2-digit,501158,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,636411,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,24,Manufacture of Basic Metals,2-digit,1017218,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,107310,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,243,Casting of Metals,3-digit,230040,-
2008,2012-13,All India,Combined,Total Number of Persons Engaged,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,16027,-
2008,2012-13,All India,Combined,Total Number of Workers,2432,Casting of Non-ferrous Metals,4-digit,24097,-
2008,2012-13,All India,Combined,Total Number of Workers,2511,Manufacture of Structural Metal Products,4-digit,117804,-
2008,2012-13,All India,Combined,Total Number of Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,186402,-
2008,2012-13,All India,Combined,Total Number of Workers,243,Casting of Metals,3-digit,178146,-
2008,2012-13,All India,Combined,Total Number of Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,11792,-
2008,2012-13,All India,Combined,Total Number of Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,494113,-
2008,2012-13,All India,Combined,Total Number of Workers,27,Manufacture of Electrical Equipment,2-digit,370163,-
2008,2012-13,All India,Combined,Total Number of Workers,30,Manufacture of Other Transport Equipment,2-digit,237576,-
2008,2012-13,All India,Combined,Total Number of Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,11792,-
2008,2012-13,All India,Combined,Total Number of Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,82321,-
2008,2012-13,All India,Combined,Total Number of Workers,24,Manufacture of Basic Metals,2-digit,782970,-
2008,2012-13,All India,Combined,Total Number of Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,171218,-
2008,2012-13,All India,Combined,Total Number of Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,153075,-
2008,2012-13,All India,Combined,Total Number of Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,32989,-
2008,2012-13,All India,Combined,Total Number of Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,66284,-
2008,2012-13,All India,Combined,Total Number of Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,153075,-
2008,2012-13,All India,Combined,Total Number of Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,306468,-
2008,2012-13,All India,Combined,Total Number of Workers,2733,Manufacture of Wiring Devices,4-digit,24098,-
2008,2012-13,All India,Combined,Total Number of Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,82321,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,97888,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,27,Manufacture of Electrical Equipment,2-digit,228596,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,9631,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2733,Manufacture of Wiring Devices,4-digit,13013,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,20910,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,97888,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,93650,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2511,Manufacture of Structural Metal Products,4-digit,54133,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2432,Casting of Non-ferrous Metals,4-digit,14434,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,48159,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,30,Manufacture of Other Transport Equipment,2-digit,123069,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,277224,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,24,Manufacture of Basic Metals,2-digit,442810,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,48159,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,9631,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,39553,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,188853,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,87606,-
2008,2012-13,All India,Combined,No. of Directly Employed  Workers,243,Casting of Metals,3-digit,108544,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,55186,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,34162,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,2161,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,216889,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,27,Manufacture of Electrical Equipment,2-digit,141567,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,77568,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2511,Manufacture of Structural Metal Products,4-digit,63671,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2432,Casting of Non-ferrous Metals,4-digit,9663,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,273,Manufacture of Wiring and Wiring Devices,3-digit,26731,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,55186,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,117614,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,243,Casting of Metals,3-digit,69602,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,98796,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,34162,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,24,Manufacture of Basic Metals,2-digit,340161,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,12080,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,30,Manufacture of Other Transport Equipment,2-digit,114507,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,2733,Manufacture of Wiring Devices,4-digit,11085,-
2008,2012-13,All India,Combined,No. of Workers employed Through Contractors,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,2161,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,24363,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,9646,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,65789,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,38955,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2511,Manufacture of Structural Metal Products,4-digit,33354,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2432,Casting of Non-ferrous Metals,4-digit,6682,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,4210,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,2733,Manufacture of Wiring Devices,4-digit,5910,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,24363,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,30,Manufacture of Other Transport Equipment,2-digit,55835,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,27,Manufacture of Electrical Equipment,2-digit,128846,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,133260,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,24,Manufacture of Basic Metals,2-digit,231607,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,55642,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,77072,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,65789,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,273,Manufacture of Wiring and Wiring Devices,3-digit,19115,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,4210,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers,243,Casting of Metals,3-digit,50787,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,24,Manufacture of Basic Metals,2-digit,123150,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,65935,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,27,Manufacture of Electrical Equipment,2-digit,63277,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,30,Manufacture of Other Transport Equipment,2-digit,28102,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,28394,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,3334,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,32073,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,18747,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2511,Manufacture of Structural Metal Products,4-digit,16378,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,32073,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,273,Manufacture of Wiring and Wiring Devices,3-digit,9314,-
2008,2012-13,All India,Combined,No. of Employees Other Than Workers -Supervisory and Managerial,2432,Casting of Non-ferrous Metals,4-digit,3154,-
